stock_code,market,exchange,asset_type,name,current_price,close_price,open_price,high,low,volume,market_cap,pe_ratio,pb_ratio,dividend_yield,total_shares,circulating_shares,week_52_high,week_52_low,industry_l1,industry_l2,industry_l3,theme_tags,industry_source,industry_updated_at,instrument_type,is_fund_like,tradable_flag,instrument_source,instrument_updated_at,source,ingest_time
00807,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:38.696637,common_stock,False,True,,,,
00808,HK,,,,,,,,,,,,,,,,,,地产业,地产投资信托基金,,港股;REIT;房地产基金;收息资产;地产业;地产投资信托基金;房地产,nan+local_taxonomy+local_taxonomy+local_taxonomy;local_registry_enrichment,2026-06-03T07:15:43.584322,fund_like,True,True,local_registry_enrichment,2026-06-03T07:15:43.584322,,
00809,HK,,,,,,,,,,,,,,,,,,原材料业,原材料,,港股;原材料业;原材料;资源材料,akshare_eastmoney_company_profile,2026-06-02T14:22:38.755348,common_stock,False,True,,,,
00810,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:38.790675,common_stock,False,True,,,,
00811,HK,,,,,,,,,,,,,,,,,,非必需性消费,媒体及娱乐,,港股;非必需性消费;媒体及娱乐;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:38.793744,common_stock,False,True,,,,
00812,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:38.865401,common_stock,False,True,,,,
00813,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:38.954439,common_stock,False,True,,,,
00814,HK,,,,,,,,,,,,,,,,,,非必需性消费,消费者主要零售商,,港股;非必需性消费;消费者主要零售商;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:38.951659,common_stock,False,True,,,,
00815,HK,,,,,,,,,,,,,,,,,,原材料业,黄金及贵金属,,港股;原材料业;黄金及贵金属;资源材料,akshare_eastmoney_company_profile,2026-06-02T14:22:38.966811,common_stock,False,True,,,,
00816,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:38.978821,common_stock,False,True,,,,
00817,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:38.999794,common_stock,False,True,,,,
00818,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:39.010435,common_stock,False,True,,,,
00819,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:38.998199,common_stock,False,True,,,,
00821,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:39.102642,common_stock,False,True,,,,
00822,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:39.099939,common_stock,False,True,,,,
00823,HK,,,,,,,,,,,,,,,,,,地产业,地产投资信托基金,,港股;REIT;房地产基金;收息资产;地产业;地产投资信托基金;房地产,nan+local_taxonomy+local_taxonomy+local_taxonomy;local_registry_enrichment,2026-06-03T07:15:43.584322,fund_like,True,True,local_registry_enrichment,2026-06-03T07:15:43.584322,,
00825,HK,,,,,,,,,,,,,,,,,,非必需性消费,专业零售,,港股;非必需性消费;专业零售;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:39.160093,common_stock,False,True,,,,
00826,HK,,,,,,,,,,,,,,,,,,原材料业,一般金属及矿石,,港股;原材料业;一般金属及矿石;资源材料,akshare_eastmoney_company_profile,2026-06-02T14:22:39.178003,common_stock,False,True,,,,
00827,HK,,,,,,,,,,,,,,,,,,原材料业,原材料,,港股;原材料业;原材料;资源材料,akshare_eastmoney_company_profile,2026-06-02T14:22:39.195354,common_stock,False,True,,,,
00828,HK,,,,,,,,,,,,,,,,,,必需性消费,食物饮品,,港股;必需性消费;食物饮品,akshare_eastmoney_company_profile,2026-06-02T14:22:39.179759,common_stock,False,True,,,,
00829,HK,,,,,,,,,,,,,,,,,,必需性消费,食物饮品,,港股;必需性消费;食物饮品,akshare_eastmoney_company_profile,2026-06-02T14:22:39.203481,common_stock,False,True,,,,
00830,HK,,,,,,,,,,,,,,,,,,工业,建筑,,港股;工业;建筑,akshare_eastmoney_company_profile,2026-06-02T14:22:39.192563,common_stock,False,True,,,,
00831,HK,,,,,,,,,,,,,,,,,,必需性消费,食物饮品,,港股;必需性消费;食物饮品,akshare_eastmoney_company_profile,2026-06-02T14:22:39.267442,common_stock,False,True,,,,
00832,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:39.382838,common_stock,False,True,,,,
00833,HK,,,,,,,,,,,,,,,,,,非必需性消费,家庭电器及用品,,港股;非必需性消费;家庭电器及用品;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:39.392168,common_stock,False,True,,,,
00834,HK,,,,,,,,,,,,,,,,,,必需性消费,食物饮品,,港股;必需性消费;食物饮品,akshare_eastmoney_company_profile,2026-06-02T14:22:39.523757,common_stock,False,True,,,,
00836,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:39.495498,common_stock,False,True,,,,
00837,HK,,,,,,,,,,,,,,,,,,非必需性消费,家庭电器及用品,,港股;非必需性消费;家庭电器及用品;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:39.411375,common_stock,False,True,,,,
00838,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:39.399853,common_stock,False,True,,,,
00839,HK,,,,,,,,,,,,,,,,,,非必需性消费,支援服务,,港股;非必需性消费;支援服务,akshare_eastmoney_company_profile,2026-06-02T14:22:39.409480,common_stock,False,True,,,,
00840,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:39.492601,common_stock,False,True,,,,
00841,HK,,,,,,,,,,,,,,,,,,必需性消费,食物饮品,,港股;必需性消费;食物饮品,akshare_eastmoney_company_profile,2026-06-02T14:22:39.882217,common_stock,False,True,,,,
00842,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:39.503923,common_stock,False,True,,,,
00844,HK,,,,,,,,,,,,,,,,,,非必需性消费,纺织及服饰,,港股;非必需性消费;纺织及服饰;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:39.529019,common_stock,False,True,,,,
00845,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:39.526242,common_stock,False,True,,,,
00846,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:39.564562,common_stock,False,True,,,,
00848,HK,,,,,,,,,,,,,,,,,,非必需性消费,专业零售,,港股;非必需性消费;专业零售;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:39.588322,common_stock,False,True,,,,
00851,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:39.604312,common_stock,False,True,,,,
00852,HK,,,,,,,,,,,,,,,,,,能源业,石油及天然气,,港股;能源业;石油及天然气;资源能源,akshare_eastmoney_company_profile,2026-06-02T14:22:39.615250,common_stock,False,True,,,,
00853,HK,,,,,,,,,,,,,,,,,,医疗保健业,其他医疗保健,,港股;医疗保健业;其他医疗保健;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:39.653198,common_stock,False,True,,,,
00854,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:39.689997,common_stock,False,True,,,,
00855,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:39.674949,common_stock,False,True,,,,
00856,HK,,,,,,,,,,,,,,,,,,资讯科技业,软件服务,,港股;资讯科技业;软件服务;科技,akshare_eastmoney_company_profile,2026-06-02T14:22:39.713656,common_stock,False,True,,,,
00857,HK,,,,,,,,,,,,,,,,,,能源业,石油及天然气,,港股;能源业;石油及天然气;资源能源,akshare_eastmoney_company_profile,2026-06-02T14:22:39.732645,common_stock,False,True,,,,
00858,HK,,,,,,,,,,,,,,,,,,医疗保健业,药品及生物科技,,港股;医疗保健业;药品及生物科技;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:39.744632,common_stock,False,True,,,,
00859,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:39.752002,common_stock,False,True,,,,
00860,HK,,,,,,,,,,,,,,,,,,非必需性消费,汽车,,港股;非必需性消费;汽车;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:39.772342,common_stock,False,True,,,,
00861,HK,,,,,,,,,,,,,,,,,,资讯科技业,软件服务,,港股;资讯科技业;软件服务;科技,akshare_eastmoney_company_profile,2026-06-02T14:22:39.787487,common_stock,False,True,,,,
00862,HK,,,,,,,,,,,,,,,,,,工业,工用运输,,港股;工业;工用运输,akshare_eastmoney_company_profile,2026-06-02T14:22:39.788842,common_stock,False,True,,,,
00863,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:39.798842,common_stock,False,True,,,,
00864,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:39.829820,common_stock,False,True,,,,
00865,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:39.827217,common_stock,False,True,,,,
00866,HK,,,,,,,,,,,,,,,,,,能源业,煤炭,,港股;能源业;煤炭;资源能源,akshare_eastmoney_company_profile,2026-06-02T14:22:39.921141,common_stock,False,True,,,,
00867,HK,,,,,,,,,,,,,,,,,,医疗保健业,药品及生物科技,,港股;医疗保健业;药品及生物科技;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:39.859897,common_stock,False,True,,,,
00868,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:39.917425,common_stock,False,True,,,,
00869,HK,,,,,,,,,,,,,,,,,,非必需性消费,家庭电器及用品,,港股;非必需性消费;家庭电器及用品;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:39.923034,common_stock,False,True,,,,
00871,HK,,,,,,,,,,,,,,,,,,工业,建筑,,港股;工业;建筑,akshare_eastmoney_company_profile,2026-06-02T14:22:39.941007,common_stock,False,True,,,,
00873,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:39.967200,common_stock,False,True,,,,
00874,HK,,,,,,,,,,,,,,,,,,医疗保健业,药品及生物科技,,港股;医疗保健业;药品及生物科技;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:40.092934,common_stock,False,True,,,,
00875,HK,,,,,,,,,,,,,,,,,,必需性消费,农业产品,,港股;必需性消费;农业产品,akshare_eastmoney_company_profile,2026-06-02T14:22:39.982731,common_stock,False,True,,,,
00876,HK,,,,,,,,,,,,,,,,,,医疗保健业,其他医疗保健,,港股;医疗保健业;其他医疗保健;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:40.001828,common_stock,False,True,,,,
00878,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:40.213256,common_stock,False,True,,,,
00880,HK,,,,,,,,,,,,,,,,,,非必需性消费,旅游及消闲设施,,港股;非必需性消费;旅游及消闲设施;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.055992,common_stock,False,True,,,,
00881,HK,,,,,,,,,,,,,,,,,,非必需性消费,专业零售,,港股;非必需性消费;专业零售;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.064288,common_stock,False,True,,,,
00882,HK,,,,,,,,,,,,,,,,,,综合企业,综合企业,,港股;综合企业,akshare_eastmoney_company_profile,2026-06-02T14:22:40.071984,common_stock,False,True,,,,
00883,HK,,,,,,,,,,,,,,,,,,能源业,石油及天然气,,港股;能源业;石油及天然气;资源能源,akshare_eastmoney_company_profile,2026-06-02T14:22:40.078984,common_stock,False,True,,,,
00884,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:40.103509,common_stock,False,True,,,,
00887,HK,,,,,,,,,,,,,,,,,,非必需性消费,专业零售,,港股;非必需性消费;专业零售;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.095411,common_stock,False,True,,,,
00888,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:40.167203,common_stock,False,True,,,,
00889,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:40.157819,common_stock,False,True,,,,
00893,HK,,,,,,,,,,,,,,,,,,原材料业,一般金属及矿石,,港股;原材料业;一般金属及矿石;资源材料,akshare_eastmoney_company_profile,2026-06-02T14:22:40.175134,common_stock,False,True,,,,
00894,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:40.176601,common_stock,False,True,,,,
00895,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:40.210860,common_stock,False,True,,,,
00896,HK,,,,,,,,,,,,,,,,,,工业,建筑,,港股;工业;建筑,akshare_eastmoney_company_profile,2026-06-02T14:22:40.233481,common_stock,False,True,,,,
00897,HK,,,,,,,,,,,,,,,,,,医疗保健业,药品及生物科技,,港股;医疗保健业;药品及生物科技;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:40.342443,common_stock,False,True,,,,
00898,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:40.248339,common_stock,False,True,,,,
00899,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:40.281449,common_stock,False,True,,,,
00900,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:40.419978,common_stock,False,True,,,,
00901,HK,,,,,,,,,,,,,,,,,,资讯科技业,资讯科技器材,,港股;资讯科技业;资讯科技器材;科技,akshare_eastmoney_company_profile,2026-06-02T14:22:40.494266,common_stock,False,True,,,,
00902,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:40.542662,common_stock,False,True,,,,
00905,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:40.339496,common_stock,False,True,,,,
00907,HK,,,,,,,,,,,,,,,,,,非必需性消费,纺织及服饰,,港股;非必需性消费;纺织及服饰;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.641690,common_stock,False,True,,,,
00909,HK,,,,,,,,,,,,,,,,,,资讯科技业,软件服务,,港股;资讯科技业;软件服务;科技,akshare_eastmoney_company_profile,2026-06-02T14:22:40.452969,common_stock,False,True,,,,
00910,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:40.375038,common_stock,False,True,,,,
00911,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:40.455787,common_stock,False,True,,,,
00912,HK,,,,,,,,,,,,,,,,,,非必需性消费,家庭电器及用品,,港股;非必需性消费;家庭电器及用品;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.443509,common_stock,False,True,,,,
00913,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:40.466767,common_stock,False,True,,,,
00914,HK,,,,,,,,,,,,,,,,,,工业,建筑,,港股;工业;建筑,akshare_eastmoney_company_profile,2026-06-02T14:22:40.524806,common_stock,False,True,,,,
00915,HK,,,,,,,,,,,,,,,,,,工业,工用支援,,港股;工业;工用支援,akshare_eastmoney_company_profile,2026-06-02T14:22:40.554138,common_stock,False,True,,,,
00916,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:40.551135,common_stock,False,True,,,,
00917,HK,,,,,,,,,,,,,,,,,,非必需性消费,媒体及娱乐,,港股;非必需性消费;媒体及娱乐;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.566348,common_stock,False,True,,,,
00918,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:40.724068,common_stock,False,True,,,,
00919,HK,,,,,,,,,,,,,,,,,,医疗保健业,其他医疗保健,,港股;医疗保健业;其他医疗保健;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:40.583058,common_stock,False,True,,,,
00921,HK,,,,,,,,,,,,,,,,,,非必需性消费,家庭电器及用品,,港股;非必需性消费;家庭电器及用品;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.614279,common_stock,False,True,,,,
00922,HK,,,,,,,,,,,,,,,,,,非必需性消费,支援服务,,港股;非必需性消费;支援服务,akshare_eastmoney_company_profile,2026-06-02T14:22:40.633404,common_stock,False,True,,,,
00923,HK,,,,,,,,,,,,,,,,,,原材料业,原材料,,港股;原材料业;原材料;资源材料,akshare_eastmoney_company_profile,2026-06-02T14:22:40.650249,common_stock,False,True,,,,
00924,HK,,,,,,,,,,,,,,,,,,工业,建筑,,港股;工业;建筑,akshare_eastmoney_company_profile,2026-06-02T14:22:40.662104,common_stock,False,True,,,,
00925,HK,,,,,,,,,,,,,,,,,,工业,工用运输,,港股;工业;工用运输,akshare_eastmoney_company_profile,2026-06-02T14:22:40.698427,common_stock,False,True,,,,
00926,HK,,,,,,,,,,,,,,,,,,医疗保健业,其他医疗保健,,港股;医疗保健业;其他医疗保健;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:40.680095,common_stock,False,True,,,,
00927,HK,,,,,,,,,,,,,,,,,,非必需性消费,家庭电器及用品,,港股;非必需性消费;家庭电器及用品;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.767002,common_stock,False,True,,,,
00928,HK,,,,,,,,,,,,,,,,,,必需性消费,食物饮品,,港股;必需性消费;食物饮品,akshare_eastmoney_company_profile,2026-06-02T14:22:40.726974,common_stock,False,True,,,,
00929,HK,,,,,,,,,,,,,,,,,,非必需性消费,汽车,,港股;非必需性消费;汽车;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.755382,common_stock,False,True,,,,
00931,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:40.739094,common_stock,False,True,,,,
00932,HK,,,,,,,,,,,,,,,,,,医疗保健业,其他医疗保健,,港股;医疗保健业;其他医疗保健;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:40.749403,common_stock,False,True,,,,
00933,HK,,,,,,,,,,,,,,,,,,非必需性消费,纺织及服饰,,港股;非必需性消费;纺织及服饰;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:40.769528,common_stock,False,True,,,,
00934,HK,,,,,,,,,,,,,,,,,,能源业,石油及天然气,,港股;能源业;石油及天然气;资源能源,akshare_eastmoney_company_profile,2026-06-02T14:22:40.935166,common_stock,False,True,,,,
00936,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:40.823870,common_stock,False,True,,,,
00938,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:40.868555,common_stock,False,True,,,,
00939,HK,,,,,,,,,,,,,,,,,,金融业,银行,,港股;金融业;银行;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:40.885594,common_stock,False,True,,,,
00941,HK,,,,,,,,,,,,,,,,,,电讯业,电讯,,港股;电讯业;电讯,akshare_eastmoney_company_profile,2026-06-02T14:22:40.932549,common_stock,False,True,,,,
00943,HK,,,,,,,,,,,,,,,,,,非必需性消费,消费者主要零售商,,港股;非必需性消费;消费者主要零售商;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:41.031563,common_stock,False,True,,,,
00945,HK,,,,,,,,,,,,,,,,,,金融业,保险,,港股;金融业;保险;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:40.968044,common_stock,False,True,,,,
00947,HK,,,,,,,,,,,,,,,,,,资讯科技业,资讯科技器材,,港股;资讯科技业;资讯科技器材;科技,akshare_eastmoney_company_profile,2026-06-02T14:22:40.955038,common_stock,False,True,,,,
00948,HK,,,,,,,,,,,,,,,,,,必需性消费,食物饮品,,港股;必需性消费;食物饮品,akshare_eastmoney_company_profile,2026-06-02T14:22:40.957599,common_stock,False,True,,,,
00950,HK,,,,,,,,,,,,,,,,,,医疗保健业,药品及生物科技,,港股;医疗保健业;药品及生物科技;医药医疗,akshare_eastmoney_company_profile,2026-06-02T14:22:40.975223,common_stock,False,True,,,,
00951,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:40.987650,common_stock,False,True,,,,
00952,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:41.055935,common_stock,False,True,,,,
00953,HK,,,,,,,,,,,,,,,,,,非必需性消费,媒体及娱乐,,港股;非必需性消费;媒体及娱乐;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:41.052417,common_stock,False,True,,,,
00954,HK,,,,,,,,,,,,,,,,,,必需性消费,食物饮品,,港股;必需性消费;食物饮品,akshare_eastmoney_company_profile,2026-06-02T14:22:41.152233,common_stock,False,True,,,,
00956,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:41.919804,common_stock,False,True,,,,
00959,HK,,,,,,,,,,,,,,,,,,非必需性消费,旅游及消闲设施,,港股;非必需性消费;旅游及消闲设施;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:41.161657,common_stock,False,True,,,,
00960,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:41.189387,common_stock,False,True,,,,
00966,HK,,,,,,,,,,,,,,,,,,金融业,保险,,港股;金融业;保险;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:41.180985,common_stock,False,True,,,,
00968,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:41.226285,common_stock,False,True,,,,
00969,HK,,,,,,,,,,,,,,,,,,必需性消费,农业产品,,港股;必需性消费;农业产品,akshare_eastmoney_company_profile,2026-06-02T14:22:41.214688,common_stock,False,True,,,,
00970,HK,,,,,,,,,,,,,,,,,,非必需性消费,专业零售,,港股;非必需性消费;专业零售;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:41.212194,common_stock,False,True,,,,
00974,HK,,,,,,,,,,,,,,,,,,非必需性消费,专业零售,,港股;非必需性消费;专业零售;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:41.248086,common_stock,False,True,,,,
00975,HK,,,,,,,,,,,,,,,,,,能源业,煤炭,,港股;能源业;煤炭;资源能源,akshare_eastmoney_company_profile,2026-06-02T14:22:41.263617,common_stock,False,True,,,,
00976,HK,,,,,,,,,,,,,,,,,,原材料业,一般金属及矿石,,港股;原材料业;一般金属及矿石;资源材料,akshare_eastmoney_company_profile,2026-06-02T14:22:41.262621,common_stock,False,True,,,,
00978,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:41.287623,common_stock,False,True,,,,
00979,HK,,,,,,,,,,,,,,,,,,工业,工业工程,,港股;工业;工业工程,akshare_eastmoney_company_profile,2026-06-02T14:22:41.303075,common_stock,False,True,,,,
00980,HK,,,,,,,,,,,,,,,,,,非必需性消费,消费者主要零售商,,港股;非必需性消费;消费者主要零售商;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:41.320720,common_stock,False,True,,,,
00981,HK,,,,,,,,,,,,,,,,,,资讯科技业,半导体,,港股;资讯科技业;半导体;科技,akshare_eastmoney_company_profile,2026-06-02T14:22:41.407579,common_stock,False,True,,,,
00983,HK,,,,,,,,,,,,,,,,,,工业,建筑,,港股;工业;建筑,akshare_eastmoney_company_profile,2026-06-02T14:22:41.329146,common_stock,False,True,,,,
00984,HK,,,,,,,,,,,,,,,,,,非必需性消费,消费者主要零售商,,港股;非必需性消费;消费者主要零售商;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:41.372517,common_stock,False,True,,,,
00986,HK,,,,,,,,,,,,,,,,,,非必需性消费,纺织及服饰,,港股;非必需性消费;纺织及服饰;消费,akshare_eastmoney_company_profile,2026-06-02T14:22:41.366527,common_stock,False,True,,,,
00987,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:41.410420,common_stock,False,True,,,,
00989,HK,,,,,,,,,,,,,,,,,,地产业,地产,,港股;地产业;地产;房地产,akshare_eastmoney_company_profile,2026-06-02T14:22:41.464683,common_stock,False,True,,,,
00990,HK,,,,,,,,,,,,,,,,,,原材料业,原材料,,港股;原材料业;原材料;资源材料,akshare_eastmoney_company_profile,2026-06-02T14:22:41.499028,common_stock,False,True,,,,
00991,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:41.480873,common_stock,False,True,,,,
00992,HK,,,,,,,,,,,,,,,,,,资讯科技业,资讯科技器材,,港股;资讯科技业;资讯科技器材;科技,akshare_eastmoney_company_profile,2026-06-02T14:22:41.515636,common_stock,False,True,,,,
00993,HK,,,,,,,,,,,,,,,,,,金融业,其他金融,,港股;金融业;其他金融;金融服务,akshare_eastmoney_company_profile,2026-06-02T14:22:41.492374,common_stock,False,True,,,,
00994,HK,,,,,,,,,,,,,,,,,,公用事业,公用事业,,港股;公用事业;高股息,akshare_eastmoney_company_profile,2026-06-02T14:22:41.529466,common_stock,False,True,,,,
00995,HK,,,,,,,,,,,,,,,,,,工业,工用运输,,港股;工业;工用运输,akshare_eastmoney_company_profile,2026-06-02T14:22:41.507810,common_stock,False,True,,,,
