src_type,src_id,edge_type,dst_type,dst_id,confidence,evidence_refs,source,updated_at
method,method:技术划线测量,uses_technology,artifact,artifact:数据分析软件,1.0,evidence:02513:9ca2448e1b8b07c0.txt;doc-f2cf379daa921290ffc504fa5ea785c6-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
concept,concept:投资,related_to,artifact,artifact:数据分析软件,1.0,evidence:02513:9ca2448e1b8b07c0.txt;doc-f2cf379daa921290ffc504fa5ea785c6-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
concept,concept:企业AI化,has_metric,content,content:智谱：2025年全年总收入7.24亿元，同比增长131.9% | 科技 ...,1.0,evidence:02513:188bbc6c85b01d0b.txt;doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
location,location:中华人民共和国,risk_of,location,location:香港,1.0,evidence:02513:d2b44ba8ea4d1c7b.txt;doc-bbbb32529f902c38e6fcea699979689e-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
organization,organization:智谱AI,uses_technology,entity,entity:长时程智能体协作,1.0,evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt;doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
concept,concept:价值派,related_to,artifact,artifact:数据分析软件,1.0,evidence:02513:9ca2448e1b8b07c0.txt;doc-f2cf379daa921290ffc504fa5ea785c6-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
data,data:研发投入,has_metric,data,data:经调整净亏损,1.0,evidence:02513:5ba523278dfb38a4.txt;doc-3bc59d9dd7efdabb5e96d649b2cf7029-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
person,person:潜在投资者,risk_of,concept,concept:经济体系差异,1.0,evidence:02513:d2b44ba8ea4d1c7b.txt;doc-bbbb32529f902c38e6fcea699979689e-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
person,person:潜在投资者,risk_of,concept,concept:金融体系差异,1.0,evidence:02513:d2b44ba8ea4d1c7b.txt;doc-bbbb32529f902c38e6fcea699979689e-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
other,other:IPO,related_to,organization,organization:智谱,1.0,evidence:02513:70badf3159f93488.txt;doc-5647361f6bedcbde814a2fb73eeb0c1a-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
content,content:前瞻眼,belongs_to,content,content:智谱(02513.HK)_沪深A股_新三板_港股美股_财务报表完整分析对比_财务报告查询-前瞻眼,1.0,evidence:02513:201b1a4e5b38aee0.txt;doc-06c43f61bb1289107460546360de1b17-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
concept,concept:法律体系差异,risk_of,person,person:潜在投资者,1.0,evidence:02513:d2b44ba8ea4d1c7b.txt;doc-bbbb32529f902c38e6fcea699979689e-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
artifact,artifact:GLM-5,capability,entity,entity:智能体能力,1.0,evidence:02513:4a23a57f0cd55f15.txt;doc-93950896a6b0ceeaf6354962d9632b74-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
artifact,artifact:GLM-5,capability,technology,technology:Vibe Coding,1.0,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
artifact,artifact:智谱清言(ChatGLM),related_to,entity,entity:生成式人工智能服务管理暂行办法,1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
method,method:GLM模型,downstream,entity,entity:智谱首份财报,1.0,evidence:02513:9bd8dcc71aea1308.txt;doc-159c33f0d797fd0894851a411359df00-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
artifact,artifact:LLM模型,produces,product,product:智谱大模型开放平台,1.0,evidence:02513:2315e55978c3764d.txt;doc-676b8171863c25e934e20e27b2e393f0-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
concept,concept:大语言模型,produces,artifact,artifact:智谱清言(ChatGLM),1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
method,method:GLM模型,downstream,entity,entity:中国前十大互联网公司,1.0,evidence:02513:9bd8dcc71aea1308.txt;doc-159c33f0d797fd0894851a411359df00-chunk-000,lightrag_graph,2026-06-06T16:52:07.770985
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:8986dfcafb13,0.65,evidence:02513:9ca2448e1b8b07c0.txt;doc-f2cf379daa921290ffc504fa5ea785c6-chunk-000;7,lightrag_graph,2026-06-06T16:52:07.770985
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:61db2acc044d,0.65,evidence:02513:79fc2bd415a0b425.txt;doc-1e6e26cb9f67d6b1abacdcbf1a3612ef-chunk-000;8,lightrag_graph,2026-06-06T16:52:07.770985
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:6c334d3d45df,0.65,evidence:02513:70badf3159f93488.txt;doc-5647361f6bedcbde814a2fb73eeb0c1a-chunk-000;9,lightrag_graph,2026-06-06T16:52:07.770985
stock,stock:02513,alias_of,organization,organization:智谱,1.0,evidence:02513:89cf45718fedf981.txt<SEP>evidence:02513:5b66659d0e278f6c.txt<SEP>evidence:02513:5ba523278dfb38a4.txt<SEP>evidence:02513:79fc2bd415a0b425.txt<SEP>evidence:02513:a2199ad093dcd419.txt<SEP>evidence:02513:434e5b846052be06.txt<SEP>evidence:02513:2315e55978c3764d.txt<SEP>evidence:02513:201b1a4e5b38aee0.txt<SEP>evidence:02513:3925dd1fcacc0749.txt<SEP>evidence:02513:44325e49aa486440.txt<SEP>evidence:02513:7cfbd96da05cf3fb.txt;doc-7b78a94bf9c700343fdb8338229d6b4c-chunk-000<SEP>doc-17b32dcf7738724991c2f427a0eff142-chunk-000<SEP>doc-3bc59d9dd7efdabb5e96d649b2cf7029-chunk-000<SEP>doc-1e6e26cb9f67d6b1abacdcbf1a3612ef-chunk-000<SEP>doc-b4e38788f6345e577d0544273756e626-chunk-000<SEP>doc-9da4919957dc304f45e11a62041e9d1c-chunk-000<SEP>doc-676b8171863c25e934e20e27b2e393f0-chunk-000<SEP>doc-06c43f61bb1289107460546360de1b17-chunk-000<SEP>doc-cb24584fb61d6a7f609e40760cae9f51-chunk-000<SEP>doc-cd9f6b7513e5ea92692e58c69cbd8c42-chunk-000<SEP>doc-f8b78a46366375f3314cee16510bc31b-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-5家族,produces,organization,organization:智谱AI,1.0,evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt;doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
data,data:02513.HK,related_to,organization,organization:智谱,1.0,evidence:02513:ed017f7b8f3c38b0.txt;doc-0fb260a7589d7c16c051233370004b49-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱,produces,artifact,artifact:模型微调、部署及智能体开发集成工具,1.0,evidence:02513:89cf45718fedf981.txt;doc-7b78a94bf9c700343fdb8338229d6b4c-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱,produces,artifact,artifact:智谱清言(ChatGLM),1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱,produces,method,method:智能体模型,1.0,evidence:02513:89cf45718fedf981.txt;doc-7b78a94bf9c700343fdb8338229d6b4c-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-4-Plus,produces,organization,organization:智谱,1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:LLM模型,produces,other,other:智谱大模型开放平台,1.0,evidence:02513:2315e55978c3764d.txt;doc-676b8171863c25e934e20e27b2e393f0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-4,produces,organization,organization:智谱,1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
method,method:AI开发新模式,produces,other,other:智谱大模型开放平台,1.0,evidence:02513:2315e55978c3764d.txt;doc-676b8171863c25e934e20e27b2e393f0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-5,produces,organization,organization:智谱AI,1.0,evidence:02513:4a23a57f0cd55f15.txt;doc-93950896a6b0ceeaf6354962d9632b74-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:多模态视觉模型,produces,other,other:智谱大模型开放平台,1.0,evidence:02513:2315e55978c3764d.txt;doc-676b8171863c25e934e20e27b2e393f0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,alias_of,organization,organization:智谱AI,1.0,evidence:02513:4a23a57f0cd55f15.txt<SEP>evidence:02513:188bbc6c85b01d0b.txt;doc-93950896a6b0ceeaf6354962d9632b74-chunk-000<SEP>doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-130B,produces,organization,organization:智谱AI,1.0,evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt;doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱AI,produces,product,product:AIGC模型产品矩阵,1.0,evidence:02513:d9f141da7ec3f385.txt;doc-0326400fcdf73fe5cdbd8616c1a23e13-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱AI,uses_technology,concept,concept:长时程智能体协作,1.0,evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt;doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱AI,has_metric,entity,entity:智谱：2025年全年总收入7.24亿元，同比增长131.9% | 科技 ...,1.0,evidence:02513:188bbc6c85b01d0b.txt;doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
concept,concept:全球大模型第一股,related_to,organization,organization:智谱,1.0,evidence:02513:5ba523278dfb38a4.txt;doc-3bc59d9dd7efdabb5e96d649b2cf7029-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
entity,entity:分析文章,related_to,organization,organization:智谱AI,1.0,evidence:02513:188bbc6c85b01d0b.txt;doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-5,capability,concept,concept:智能体能力,1.0,evidence:02513:4a23a57f0cd55f15.txt;doc-93950896a6b0ceeaf6354962d9632b74-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
method,method:GLM架构,uses_technology,organization,organization:智谱AI,1.0,evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt;doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱,produces,other,other:智谱大模型开放平台,1.0,evidence:02513:2315e55978c3764d.txt;doc-676b8171863c25e934e20e27b2e393f0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
concept,concept:大模型,belongs_to,organization,organization:智谱,1.0,evidence:02513:79fc2bd415a0b425.txt;doc-1e6e26cb9f67d6b1abacdcbf1a3612ef-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
method,method:企业级解决方案,related_to,other,other:智谱大模型开放平台,1.0,evidence:02513:2315e55978c3764d.txt;doc-676b8171863c25e934e20e27b2e393f0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱AI,related_to,entity,entity:香港市场,1.0,evidence:02513:188bbc6c85b01d0b.txt;doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
other,other:千行百业应用,related_to,other,other:智谱大模型开放平台,1.0,evidence:02513:2315e55978c3764d.txt;doc-676b8171863c25e934e20e27b2e393f0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:中国大模型行业,related_to,organization,organization:智谱,1.0,evidence:02513:70badf3159f93488.txt;doc-5647361f6bedcbde814a2fb73eeb0c1a-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
entity,entity:推理思维对齐,uses_technology,organization,organization:智谱AI,1.0,evidence:02513:80a6e2b94201e945.txt<SEP>evidence:02513:edc4e3bef28dd82e.txt;doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000<SEP>doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱,catalyst_for,method,method:轻交付、标准化合作模式,1.0,evidence:02513:70badf3159f93488.txt;doc-5647361f6bedcbde814a2fb73eeb0c1a-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
entity,entity:MoE架构优化,uses_technology,organization,organization:智谱AI,1.0,evidence:02513:80a6e2b94201e945.txt;doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:智谱清言(ChatGLM),related_to,content,content:生成式人工智能服务管理暂行办法,1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱AI,produces,product,product:基座大模型,1.0,evidence:02513:d9f141da7ec3f385.txt;doc-0326400fcdf73fe5cdbd8616c1a23e13-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:智谱,produces,method,method:GLM模型,1.0,evidence:02513:9bd8dcc71aea1308.txt;doc-159c33f0d797fd0894851a411359df00-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
entity,entity:2025年总收入7.24亿元,has_metric,organization,organization:智谱AI,1.0,evidence:02513:188bbc6c85b01d0b.txt;doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
entity,entity:同比增长131.9%,catalyst_for,organization,organization:智谱AI,1.0,evidence:02513:188bbc6c85b01d0b.txt;doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
data,data:备案号Beijing-ChatGLM-20230821,related_to,artifact,artifact:智谱清言(ChatGLM),1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
technology,technology:AI技术商业化加速趋势,has_risk,organization,organization:智谱AI,1.0,evidence:02513:188bbc6c85b01d0b.txt;doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
entity,entity:MoE架构,uses_technology,organization,organization:智谱AI,1.0,evidence:02513:edc4e3bef28dd82e.txt;doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
content,content:Glm技术复盘：21篇论文深度解读智谱模型家族,uses_technology,organization,organization:智谱AI,1.0,evidence:02513:edc4e3bef28dd82e.txt;doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,alias_of,data,data:02513.HK,1.0,evidence:02513:201b1a4e5b38aee0.txt;doc-06c43f61bb1289107460546360de1b17-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-5,has_attention,content,content:arXiv论文2602.15763,1.0,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-5,capability,artifact,artifact:GLM-5 Predecessor,1.0,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:Z.ai,produces,artifact,artifact:GLM-5,1.0,evidence:02513:4a23a57f0cd55f15.txt;doc-93950896a6b0ceeaf6354962d9632b74-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-5,related_to,entity,entity:WaveSpeed API,1.0,evidence:02513:4a23a57f0cd55f15.txt;doc-93950896a6b0ceeaf6354962d9632b74-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
organization,organization:Hugging Face,produces,artifact,artifact:GLM-5,1.0,evidence:02513:4a23a57f0cd55f15.txt;doc-93950896a6b0ceeaf6354962d9632b74-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-5,capability,concept,concept:Vibe Coding,1.0,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
concept,concept:Agentic Engineering,uses_technology,artifact,artifact:GLM-5,1.0,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
method,method:DSA,capability,artifact,artifact:GLM-5,1.0,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,alias_of,entity,entity:北京智譜華章科技股份有限公司,1.0,evidence:02513:23901e2bb2ed06e1.txt;doc-e6bb9546f62c7e78cec5f84032400abb-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,alias_of,entity,entity:香港,1.0,evidence:02513:44325e49aa486440.txt;doc-cd9f6b7513e5ea92692e58c69cbd8c42-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,alias_of,entity,entity:HK,1.0,evidence:02513:5b66659d0e278f6c.txt<SEP>evidence:02513:4a23a57f0cd55f15.txt<SEP>evidence:02513:434e5b846052be06.txt<SEP>evidence:02513:201b1a4e5b38aee0.txt<SEP>evidence:02513:23901e2bb2ed06e1.txt;doc-17b32dcf7738724991c2f427a0eff142-chunk-000<SEP>doc-93950896a6b0ceeaf6354962d9632b74-chunk-000<SEP>doc-9da4919957dc304f45e11a62041e9d1c-chunk-000<SEP>doc-06c43f61bb1289107460546360de1b17-chunk-000<SEP>doc-e6bb9546f62c7e78cec5f84032400abb-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,alias_of,entity,entity:香港市场,1.0,evidence:02513:a2199ad093dcd419.txt<SEP>evidence:02513:188bbc6c85b01d0b.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000<SEP>doc-28d04bfb177a8df8436828b9a7314fd4-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
data,data:02513.HK,related_to,entity,https://stock.qianzhan.com/report/fullcompare/02513.HK,1.0,evidence:02513:201b1a4e5b38aee0.txt;doc-06c43f61bb1289107460546360de1b17-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
data,data:02513.HK,related_to,entity,entity:智谱(02513.HK)_沪深A股_新三板_港股美股_财务报表完整分析对比_财务报告查询-前瞻眼,1.0,evidence:02513:201b1a4e5b38aee0.txt;doc-06c43f61bb1289107460546360de1b17-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
data,data:02513.HK,related_to,entity,entity:新浪财经,1.0,evidence:02513:ed017f7b8f3c38b0.txt;doc-0fb260a7589d7c16c051233370004b49-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
data,data:02513.HK,related_to,entity,entity:KNOWLEDGE ATLAS,1.0,evidence:02513:ed017f7b8f3c38b0.txt;doc-0fb260a7589d7c16c051233370004b49-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
entity,entity:人工智能,related_to,artifact,artifact:智谱清言(ChatGLM),1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
product,product:大语言模型,produces,artifact,artifact:智谱清言(ChatGLM),1.0,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
product,product:AIGC模型产品矩阵,produces,method,method:CogVLM,1.0,evidence:02513:d9f141da7ec3f385.txt;doc-0326400fcdf73fe5cdbd8616c1a23e13-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-5家族,uses_technology,method,method:GLM架构,1.0,evidence:02513:edc4e3bef28dd82e.txt;doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
artifact,artifact:GLM-130B,produces,method,method:GLM架构,1.0,evidence:02513:edc4e3bef28dd82e.txt;doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
concept,concept:ARC Capabilities,capability,artifact,artifact:GLM-5 Predecessor,1.0,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
entity,entity:arXiv,has_attention,content,content:arXiv论文2602.15763,1.0,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:c3f824cdcc05,0.65,evidence:02513:a2199ad093dcd419.txt;doc-b4e38788f6345e577d0544273756e626-chunk-000;1,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:3a6ffb44fc87,0.65,evidence:02513:1fee14579342d00b.txt;doc-d9bbf73932d18eeffb95e83597295fa0-chunk-000;2,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:d0fdd4488eef,0.65,evidence:02513:4a23a57f0cd55f15.txt;doc-93950896a6b0ceeaf6354962d9632b74-chunk-000;3,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:5a485883a185,0.65,evidence:02513:80a6e2b94201e945.txt;doc-40d998d2ad3776bfa02b8cc39ceaa073-chunk-000;4,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:49a09bcc203f,0.65,evidence:02513:edc4e3bef28dd82e.txt;doc-68acb4bb9d5b8bf722b114092a63d02d-chunk-000;5,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:5b332c4f0e2a,0.65,evidence:02513:d9f141da7ec3f385.txt;doc-0326400fcdf73fe5cdbd8616c1a23e13-chunk-000;6,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:7bcd58c558ac,0.65,evidence:02513:9bd8dcc71aea1308.txt;doc-159c33f0d797fd0894851a411359df00-chunk-000;7,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:151b438e5d14,0.65,evidence:02513:2315e55978c3764d.txt;doc-676b8171863c25e934e20e27b2e393f0-chunk-000;8,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:f0304ffe90ad,0.65,evidence:02513:434e5b846052be06.txt;doc-9da4919957dc304f45e11a62041e9d1c-chunk-000;9,lightrag_graph,2026-06-06T16:52:07.787179
stock,stock:02513,evidence_of,evidence_chunk,evidence_chunk:3cf426727f22,0.65,evidence:02513:89cf45718fedf981.txt;doc-7b78a94bf9c700343fdb8338229d6b4c-chunk-000;10,lightrag_graph,2026-06-06T16:52:07.787179
